,Location
19522,United States
19523,"Kansas, USA"
19524,Germany
19525,Must be near saltwater 
19526,Dominican Republic
19527,"Marysville, WA "
19528,405
19529,"Washington, DC"
19530,"Carmel, IN"
19531,"North West, England"
19532,Western Canadian 
19533,long island ny
19534,In the desert hunting coyotes.
19535,Maryland
19536,the beach
19537,"Florida, USA"
19538,"Clondalkin, Dublin, Ireland"
19539,"Indiana, USA"
19540,New Orleans
19541,"Kannapolis,NC"
19542,United States
19543,Colorado
19544," Napes ,Florida "
19545,"Ontario, Canada"
19546,Elysseum 
19547,BBVA Compass Stadium or Houston Sports Park
19548,sao paulo
19549,Texas
19550,Florida
19551,"England, United Kingdom"
19552,"Atlanta, GA"
19553,derry
19554,America
19555,"Colorado, USA"
19556,United States
19557,"North Carolina, USA"
19558,"Astoria, NY"
19559,Where is my mind ?
19560,Belgium
19561,"Florida, USA"
19562,"Tulsa, OK"
19563,"Lake Elsinore, CA"
19564,behind you
19565,29420
19566,"Olympia, WA"
19567,"Faversham, England."
19568,"Florida, USA"
19569,United Kingdom
19570,"Indianapolis, Indiana"
19571,"Sacramento, CA"
19572,"Port St Lucie, FL"
19573,Port Talbot
19574,"Chandigarh, India"
19575,"White Rock, British Columbia"
19576,Somewhere
19577,"The Shire, next door to Frodo"
19578,United States
19579,Brasília
19580,United States
19581,"Pennsylvania, USA"
19582,Galt’s Gulch
19583,"Montréal, Québec"
19584,UK
19585,"Florida, USA"
19586,Commiefornia
19587,"Perth, Western Australia"
19588,Boston
19589,"Brooklyn, NY"
19590,"Milwaukee, WI"
19591,"Asbury Park,New Jersey "
19592,"San Diego, CA"
19593,USA
19594,@GetbrexitDitched
19595,"San Diego, CA"
19596,"Florida, USA"
19597,Prayer Room
19598,United States fl
19599,"Oklahoma, USA"
19600,"Perfection, Nevada "
19601,Wetherspoons. UK
19602,Eye of #TheStorm
19603,"Scranton, PA"
19604,"Indiana, USA"
19605,"Seattle, Washington, USA"
19606,BRIT CYBER CREW
19607,"Tasman Region, New Zealand"
19608,"Redlands, CA"
19609,Midwest
19610,United States
19611,"Berlin, Germany"
19612,United States
19613,"South Carolina, USA"
19614,"Michigan, USA"
19615,"Gorakhpur, India "
19616,U.S.A. 
19617,"Lahore , Pakistan"
19618,JoeKamalaLand! 🏳️\u200d🌈🇺🇸 🆘
19619,"Stockton, California "
19620,"Missouri, USA"
19621,On my way to shelf near you
19622,"Massachusetts, USA"
19623,🇺 🇸 🇦 
19624,"Pittsburgh , USA"
19625,DFW area
19626,SC
19627,"Madison, Alabama"
19628,Indiana
19629,SoCal
19630,"Tampa, FL"
19631,"California, USA"
19632,"Larkhall, Scotland"
19633,"South Boston, Boston"
19634,missouri
19635,liechtenstein
19636,The Universe
19637,America
19638,Turn On My Notification 💡
19639,"Port St Lucie, FL"
19640,US of A 🇺🇸
19641,"Georgia, USA"
19642,United States
19643,"Oxford, MS"
19644,Brazil
19645,"Akron, OH"
19646,"Yorktown, VA"
19647,TEXAS
19648,Altona
19649,"Bauru, Brasil"
19650,P L U T O 
19651,Danmark
19652,Tarheel State 
19653,Río de Janeiro 
19654,"Mumbai, India"
19655,Pacific NW
19656,Brazil
19657,"Franklin, TN"
19658,"Texas, USA"
19659,"Florida, USA"
19660,"Virginia, USA"
19661,USA
19662,", "
19663,United States
19664,Northeast USA
19665,Interdimensional Space
19666,"California, PA"
19667,Mid
19668,Everywhere
19669,"Chicago Suburbs , Illinois"
19670,"Arizona, United States"
19671,"Ponte Vedra Beach, Florida"
19672,too far from a beach
19673,United States
19674,"Detroit, MI"
19675,Republika ng Pilipinas
19676,"Michigan, USA"
19677,Manchester United Kingdom 
19678,"Calasparra, España"
19679,"Dallas, TX"
19680,"Concord, MA"
19681,"Georgia, USA"
19682,"Pennsylvania, USA"
19683,Port Glasgow
19684,United States
19685,"Columbus, OH"
19686,United States
19687,"Fort Myers Beach, FL"
19688,Ilfracombe
19689,United States
19690,"Texas, USA"
19691,"Thiruvananthapuram, Kerala"
19692,"Texas, USA"
19693,"Nairobi, Kenya"
19694,"Lagos, Nigeria"
19695,Southern Illinois-NOT Chicago
19696,"Port St Lucie, FL"
19697,"Irving College, TN"
19698,"South West, England"
19699,"USA, East Coast"
19700,"Houston, TX"
19701,"New York, USA"
19702,"Virginia, USA"
19703,Planet Earth
19704,USA
19705,Rome
19706,"Doha, Qatar"
19707,Andromeda
19708,"Westminster, CO"
19709,"Tampa, Florida"
19710,Pune
19711, 
19712,Canazuela
19713,Sheffield UK
19714,The Great State of Texas!
19715,The back of your mind.
19716,University of Essex
19717,  provincia 16 de cuba
19718,America
19719,uhgood but always tokyo
19720,"Arizona, USA"
19721,"Denver, CO"
19722,South Florida
19723,Ireland
19724,"Hoogkerk-Dorp, Groningen"
19725,Abuja
19726,ask the FBI
19727,"Texas, USA"
19728,"Virginia, USA"
19729,"Anaheim, CA"
19730,content creator 
19731,"Virginia Beach, VA"
19732,Arizona USA
19733,undernet
19734,United States
19735,"South Dakota, USA"
19736,"Pennsylvania, USA"
19737,"Orlando, FL"
19738,SoCal
19739,USA
19740,"Savannah, GA"
19741,United States
19742,"Ontario, Canada"
19743,New Zealand  paper.li/JUDENZ 
19744,Pakistan
19745,The Red State of Texas
19746,Red Stick 
19747,"Minas Gerais, Brasil"
19748,"Sydney, Australia"
19749,"Orlando, FL"
19750,"Babenhausen, Deutschland"
19751,Earth
19752,Hawaii
19753,PLUTO
19754,Underworld
19755,In your face
19756,Canada (BA McGill University)
19757,SW Wisconsin
19758,Salt Lake City
19759,"Vegas, USA"
19760,United States
19761,Portugal
19762,Anyplace really gold!
19763,United States
19764,Illinois
19765,Earth
19766,Mumbai/Sharjah
19767,Northern Minnesota
19768,"Venice, CA"
19769,"Boulder, CO"
19770,"Seattle, WA"
19771,IA
19772,"ÜT: 39.064563,-108.459795"
19773,United States
19774,कुऐ का मेंढक (in EchoChambers)
19775,"Long Beach, CA"
19776,", "
19777,Sawalon me
19778,スットコランド
19779,"Los Angeles, CA"
19780,Switzerland
19781,"Kalispell, MT"
19782,South Africa 
19783,Alpha Orionis
19784,Retired NY *ITALIAN* Banker/Systems
19785,Pacific NW
19786,"Newport Beach, CA"
19787,Please NO Direct Messages
19788,🌙
19789,Los Angeles
19790,"Here, There and Everywhere"
19791,"Florida, USA"
19792,In the world...not of it
19793,"Anytown, TX, USA"
19794,London + Washington
19795,"Houston, TX"
19796,"Guerneville, CA"
19797,The Great State of Texas
19798,"Truckee, CA"
19799,"Toronto, Ontario"
19800,"Roseburg, OR"
19801,"Saint Paul, MN"
19802,"On a beach, the shore, a boat."
19803,"Detroit, MI"
19804,"BC, Canada"
19805,Orlando | DC 
19806,"Colorado, USA"
19807,20+
19808,Southeast USA
19809,Outdoors
19810,Taxed to death UK
19811,Planet Earth
19812,galway
19813,United States
19814,Bognor Regis
19815,United States
19816,"Maryland, USA"
19817,Texas
19818,United States
19819,"Seattle, WA"
19820,"Köln, Nordrhein-Westfalen"
19821,"Rochester, NYS"
19822,"PA, AZ"
19823,"ÜT: 41.769078,-72.696515"
19824,"Greensboro, NC"
19825,tu puta madre 
19826,"Milton Keynes, England"
19827,United States
19828,"Boston, MA"
19829,"Boston, MA"
19830,HTX 🤘🏾
19831,"Boston, MA"
19832,"Boston, MA"
19833,USA
19834,San Francisco
19835,"England, United Kingdom"
19836,UK
19837,Arguing about the rain
19838,United States
19839,Frozen Tundra
19840,Gh
19841,Metro Detroit
19842,"New York, USA"
19843,"Georgia, USA"
19844,"NoVA, outside the swamp. "
19845,In the confines of my mind
19846,"Arizona, USA"
19847,FEMA Region IX
19848,Cartagena de Indias 
19849,"Wyoming, Central Coast"
19850,"California, USA"
19851,"Missouri, USA"
19852,"Lawton, OK"
19853,"Estero, Florida"
19854,"California, USA"
19855,"Washington,DC"
19856,Iowa USA 
19857,🇨🇦🇺🇸
19858,Newwwwww Roooooo
19859,Trinidad and Tobago
19860,"Indiana, USA"
19861,California 
19862,Earth
19863,"Brisbane, Australia."
19864,Scotland 🇪🇺🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f
19865,"Lawrence, Kansas, USA"
19866,SOUTH AFRICA 🇿🇦
19867,canada
19868,hypertime continuum
19869,"San Diego, CA"
19870,Trinidad and Tobago
19871,Birmingham UK
19872,Chicagoland
19873,West Country in the  European Union 🇪🇺
19874,Dallas
19875,"South Carolina, USA"
19876,northern New York State
19877,Johannesburg
19878,alex lawther please dm
19879,México 
19880,Universal Omnipotence
19881,"Arlington, TX"
19882,"Austin, TX"
19883,Rio de Janeiro / RJ (Brasil)
19884,Illinois
19885,"London, England"
19886,The Internet
19887,Trinidad and Tobago
19888,"San Antonio, TX"
19889,"Massachusetts, USA"
19890,Paradise
19891,"Lancs, originally ✨ ☺"
19892,ontologics.bandcamp.com
19893,650-209
19894,Trinidad and Tobago
19895,Between Practice and Theory
19896,Nigeria
19897,"Halifax, Nova Scotia 🇨🇦"
19898,"Manhattan, NY"
19899,United States
19900,"Texas, USA"
19901,O-H-I-O
19902,she/her • 27 • USA
19903,The Great White North
19904,Trancentral
19905,Trinidad and Tobago
19906,USA
19907,"Illinois, USA"
19908,"Lichfield, Staffs"
19909,Pacific Northwest
19910,glocal // sofl
19911,"Köln, Deutschland"
19912,"m everywhere in socialist CA"", "
19913,"South Carolina, USA"
19914,Houston
19915,"Glen Mills, PA, USA "
19916,Trinidad and Tobago
19917,PH 🇵🇭
19918,"San Antonio, TX"
19919,"Carmen, San Diego"
19920,"Texas, USA"
19921,"Annapolis, MD"
19922,"Texas, USA"
19923,"Delaware, USA"
19924,The Planar Observatory
19925,Trinidad and Tobago
19926,United States
19927,Ohio
19928,"Florida, USA"
19929,NC
19930,The real world
19931,"bp, rv, twice, loona"
19932,"Boise, Idaho, USA"
19933,"Mornington Peninsula, Victoria"
19934,"Tennessee, Cherokee Mountains"
19935,Leslie MI
19936,"BC, Canada"
19937,"Lockport/Buffalo, NY"
19938,USA
19939,"Louisiana, USA "
19940,Trinidad and Tobago
19941,California High Desert
19942,Los Angeles
19943,"Scotland, Perth"
19944,"Illinois, USA"
19945,"Pennsylvania, USA"
19946,Cole World 
19947,"Barcelona, España"
19948,"Boise, ID"
19949,"Palm Desert, CA"
19950,"Chennai, India"
19951,wales
19952,Texas
19953,UK
19954,Makli Near Post office 
19955,Neither here nor there
19956,"Newport Beach, CA"
19957,"Mumbai, India"
19958,"Wellington City, New Zealand"
19959,Trinidad and Tobago
19960,United States
19961,alone in my world 
19962,"Michigan, USA"
19963,"Manzanita, OR"
19964,Mumbai
19965,Scotland
19966,"North Carolina, USA"
19967,Shithole
19968,SW Oregon
19969,Trinidad and Tobago
19970,Niagara Falls 
19971,location
19972,🇧🇷 ☆ 22 ☆ she / her ☆ BLM!!!
19973,"Manchester, England"
19974,Worldwide
19975,San Diego
19976,"Visalia, CA "
19977,Vermont
19978,United States
19979,London
19980,texas
19981,USA 🇺🇸
19982,Sydney
19983,"London, England"
19984,"Washington, DC"
19985,Makkah Al Mukarrama https://pb
19986,outter space\U0001fa90🌻
19987,en mi chuck celular
19988,"Hawaii, USA"
19989,New York
19990, somewhere 
19991,"New South Wales, Australia"
19992,"Cape Town, South Africa"
19993,"Ottawa, Canada, Pale Blue Dot"
19994,"Seattle, Wa"
19995,moreton  wirral
19996,United States
19997,"New Jersey, USA"
19998,New Delhi
19999,Loathe United Kingdom 
20000,Universe brings good 2 me🙏🏻
20001,London
20002,"Cumbria, United Kingdom"
20003,"kent, united kingdom"
20004,"Distrito Federal, México"
20005,Worldwide
20006,"Treaty 3 Lands, Ontario"
20007,"Berlin, Germany"
20008,"São Luís, Brasil"
20009,Worldwide
20010,Court of Miracles
20011,Trinidad and Tobago
20012,"Atlanta, GA"
20013,United States
20014,Canada 
20015,Rhode Island
20016,United States
20017,"Cordova, Tennessee"
20018,San Francisco
20019,"England, United Kingdom"
20020,"California, USA"
20021,Mumbai India
20022,Az
20023,On the Up and Up
20024,", "
20025,"Chicago, IL"
20026,Sexy Sophistication!
20027,Mumbai
20028,"Milan, MI. US OF A"
20029,European Union
20030,"Seoul, Republic of Korea"
20031,"Phoenix, AZ"
20032,"Liverpool, England"
20033,Addison IL 60101
20034,"Philadelphia, PA"
20035,"Atlanta, GA"
20036,“Universal Presence.”
20037,San Francisco
20038,"Maine, US and Cambridge, UK"
20039,South Lincolnshire 
20040,"Pawtucket, RI"
20041,"Las Vegas, NV"
20042,Redacted
20043,New York
20044,"London, England"
20045,Southern CA
20046,"New York, New York"
20047,Shikaakwa (Chicago)
20048,Pakistan
20049,Cheshire uk
20050,"Charlotte, NC"
20051,North America
20052,"Palmdale, California"
20053,"England, United Kingdom"
20054,London
20055,"United States, KS"
20056,"London, England"
20057,"North Carolina, USA"
20058,"@ Barcelona Valley, Catalonia"
20059,"Boston, MA"
20060,Screaming
20061,"Apple Valley, MN"
20062,Clouds       No DMs /GChats
20063,Stevenage
20064,"Washington, DC"
20065,"California, USA"
20066,New York City  /  fb.com/nydailynews
20067,United States of America
20068,Small Town USA
20069,Capitol Hill Autonomous Zone
20070,"NoVA, USA"
20071,Kuwait
20072,"Texas, USA"
20073,England
20074,UK North
20075,"INDIA,KERALA,KOLLAM.UAE"
20076,"Alabama, USA"
20077,🏡
20078,"California, USA"
20079,London
20080,top york boy 68
20081,"Puri, India"
20082,"Sèvres, France"
20083,"Cataluña, España"
20084,"Florida, USA"
20085,"England, United Kingdom"
20086,Cayo Espartano
20087,"New Rochelle, New York"
20088,Florida
20089,"Fort Worth, TX"
20090,"Bromley, Kent"
20091,"Dunfermline, Scotland"
20092,"Warrenton, VA"
20093,"The Great Central Valley, CA"
20094,"Charlotte, NC"
20095,In flux 
20096,"Cyberdyne Systems, Inc."
20097,", "
20098,USA-World traveling wayfarer
20099,"Milton Keynes, England"
20100,birmingham
20101,"Cebu City, Philippines"
20102,Hell
20103,your moms house
20104, ¡Π ϯнΞ Ϧบ¡ĿÐ¡Ƞƍ.
20105,Toronto
20106,Venezuela / Gravity Falls
20107,"Gujranwala, Pakistan"
20108,N Europe🇳🇴🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f🇬🇧
20109,"Boston, MA"
20110,United States
20111,new york city
20112,西谷夕♡ 爆豪勝己
20113,Western Canadian 
20114,Connecticut 
20115,Chicago
20116,Mumbai India
20117,"Hollywood, FL"
20118,Planet Earth (maybe)
20119,"Izamal, Yucatan"
20120,France
20121,"Tennessee, USA"
20122,Globe trotter-Somewhere warm
20123,"California, USA"
20124,"Great Ayton, England"
20125,", "
20126,Earth
20127,India
20128,San Diego 
20129,"San Pedro Cholula, Puebla"
20130,Everywhere
20131,tunbridge wells
20132,"Los Angeles, California"
20133,"Maine, USA"
20134,United States
20135,"Henderson, NC"
20136,Virginia Beach
20137,Las Vegas
20138,edinburgh
20139,"Cumbria, England. "
20140,United States
20141,"London, UK; Durham, NC"
20142,"Barcelona, Spain"
20143,Qatar
20144,"The Tundra, upNorth"
20145,FL
20146,"California, USA"
20147,"Columbus, Ohio"
20148,Northern Ontario 
20149,"Ilkley, West Yorks, England"
20150,United States
20151,Montreal
20152,"Pennsylvania, USA"
20153,BloomingtonIN 
20154,Louvigny-Triage.
20155,"Scotland, United Kingdom"
20156,Massachusetts 
20157,México / USA
20158, PNW
20159,"Florida, USA"
20160,Soviet Florida USSA
20161,Home
20162,"Omaha, NE, USA"
20163,India
20164,"Aberdeen - Pinehurst, NC"
20165,New Jersey
20166,"Torrance, CA"
20167,pair trawling in the North Se
20168,"Texas, USA"
20169,In a garage with some Nattys
20170,"Mars, same as Elon"
20171,Sth Gippsland
20172,"Irving, TX"
20173,", "
20174,Uk
20175,Lake Michigan South Dunelands
20176,"Oklahoma, USA"
20177,"Kingston, Ontario"
20178,UK
20179,"Wellington, NZ"
20180,New Jersey
20181,"Washington, DC"
20182,Minneapolis 
20183,Thoton University
20184,"Chapel of Stoneywood, Scotland"
20185,Kansas City
20186,"Boulder, Colorado"
20187,"Florida, USA"
20188,"San Mateo, CA"
20189,Suffolk
20190,United States
20191,South Africa Joburg
20192,"Long Beach, California"
20193,"Elkridge, MD"
20194,Louisville KY
20195,"Cincinnati, OH"
20196,"Barrie, Ontario"
20197,shake shake city
20198,Midvaal
20199,"Morristown (Phoenix), Arizona"
20200,Lancashire
20201,"greece, athens"
20202,Following My Bliss
20203,Thoton University
20204,"Lagos, Nigeria"
20205,"139 Queens Road, Leicester."
20206,"Reno, NV"
20207,"England, United Kingdom"
20208,"Glasgow, Scotland"
20209,Earth USA
20210,alaska
20211,"Tulsa, OK"
20212,"San Pedro Cholula, Puebla"
20213,"Altadena, CA"
20214,"Reno, NV"
20215,"El Paso, Texas"
20216,"Greensboro, North Carolina"
20217,FL
20218,San Francisco
20219,"Vancouver, Canada"
20220,Washington
20221,"Austin, Texas"
20222,", "
20223,Florida
20224,"Myrtle Beach, SC"
20225,"Bristol, England"
20226,In my room
20227,"California, USA"
20228,"Atlanta, GA"
20229,Little Haiti🇭🇹
20230,"Brooklyn, NY"
20231,"Tottenham, London"
20232,Lagos
20233,lots of places
20234,Seattle
20235,"Chalmette, LA"
20236,United States
20237,New York City
20238,Ralz/CLT
20239,"Gevra, India"
20240,north Carolina
20241,India
20242,"Indiana, USA"
20243,"Southside, Chicago,IL"
20244,Zimbabwe
20245,Mullion Cornwall
20246,Canada
20247,Planet Earth
20248,Birmingham England
20249,Planet Earth
20250,"Jackson, NJ"
20251,"San Diego, CA"
20252,NYC 
20253,London
20254,"Morristown (Phoenix), Arizona"
20255,DMV USA
20256,West Yorkshire 
20257,"Santa Barbara, CA"
20258,"South Carolina, USA"
20259,"Tempe, Arizona"
20260,"Houston, TX"
20261,Interdimensional Space
20262,"North East, England"
20263,"Washington, DC"
20264,NYC 
20265,Nigeria
20266,ChicagoLand
20267,"East Providence, RI"
20268,Wombourne South Staffs
20269,"Washington, DC"
20270,"Florida, USA"
20271,"San Jose, California, U.S."
20272,"Victor, NY"
20273,"valencia, spain"
20274,Calgary
20275,"Henderson, Nevada"
20276,"North Carolina, USA"
20277,Venus
20278,"Chicago, IL"
20279,Canada
20280,"Toledo, Ohio"
20281,He/Him/Hey you
20282,Weybridge(Anarchy in UK🇬🇧)
20283,The Darkside of The Moon
20284,Various
20285,"New Milford, CT"
20286,"Vienna, Austria"
20287,NE Colorado
20288,Necker Island
20289,Massachusetts 
20290,", "
20291,"Portland, OR {US}"
20292,"Los Angeles, California"
20293,"Washington, D.C."
20294,Michigan
20295,L.A.
20296,"Waco, TX"
20297,"Minnesota, USA"
20298,United Kingdom
20299,"Canada, Planet Earth"
20300,Berkeley
20301,"Vancouver, WA"
20302,West Yorkshire 
20303,"Birmingham, England"
20304,"San Diego, CA"
20305,Earth
20306,"Florida, USA"
20307,Calgary
20308,"Colorado, USA"
20309,USA / ALL THE WAY!
20310,"California, USA"
20311,Out here
20312,in idol hell
20313,Snowdin
20314,United States
20315,"Ilhavo, Portugal"
20316,"Mesa, AZ"
20317,Connecticut
20318,"Indiana, USA"
20319,New York
20320,Reaching for the bread basket
20321,MiddleAmerica
20322,The Kitchen Closet
20323,London uk
20324,Michigan
20325,USA
20326,💙 5.10.17 💖
20327,Pakistan
20328,"El Paso, TX"
20329,Wales 🏴\U000e0067\U000e0062\U000e0077\U000e006c\U000e0073\U000e007f
20330,Lasgidi
20331,WA
20332,"Maine, USA"
20333,International Space Station. 
20334,"California, USA"
20335, USA.🇺🇸🇺🇸
20336,Benin
20337,Itaquaquecetuba -SP - Brasil
20338,Canada
20339,United Kingdom
20340,NY - PA - OK
20341,USA
20342,Murca!!!
20343,"Dubai, United Arab Emirates"
20344,"Mosier, Or"
20345,UK
20346,United Kingdom
20347,North Carolina
20348,18+/ children leave
20349,"Dubai, United Arab Emirates"
20350,Kobe-shi Hyougo
20351,"Arizona, USA"
20352,"Christchurch City, New Zealand"
20353,"Vancouver, British Columbia"
20354,The Right
20355,Europe ✊✊🏻✊🏼✊🏽✊🏾✊🏿🇪🇺
20356,on your nerves
20357,California High Desert
20358,UK
20359,Voting booth
20360,Fugint de Panderetarnia
20361,"McLean, VA "
20362,"Amarillo, TX"
20363,"Dundonald, Belfast, UK"
20364,Communist Illinois
20365,"Tucson, AZ"
20366,☁️
20367,pas
20368,"Hell, Norway"
20369,"ÜT: 32.210917,-80.693459"
20370,United States
20371,"Scottsdale, AZ"
20372,"Xo, Tx"
20373,Toronto
20374,"Guelph, Ontario"
20375,"San Antonio, Tx U.S.A."
20376,"Texas, USA"
20377,"New York, NY"
20378,Mordrumpf
20379,Wisco
20380,Lincoln (UK)
20381,United States
20382,"Illinois, USA"
20383,"SF East Bay, CA"
20384,"Veneto, Italia"
20385,Northeast Ohio
20386,Somewhere in Kent. 
20387,uk
20388,Canberra
20389,"Toronto, Ontario"
20390,"Point Pleasant, NJ"
20391,BangDreamer/NewGamer
20392,"San Francisco, CA"
20393,"Cincinnati, OH"
20394,"Phoenix, AZ- pending"
20395,"Maryland, USA"
20396,"United state,San Antonio Taxes"
20397,United States
20398,"Florida, USA"
20399,ACAB
20400,United States
20401,"Plymouth, England"
20402,"Leeds, England"
20403,S. Calif
20404,"Irving, TX"
20405,"Sacramento, Ca"
20406,"Ellenwood, GA -East of ATL"
20407,"South East, England"
20408,North of Mow Cop 
20409,"Florissant, MO"
20410,"s Heart"", "
20411,United States
20412,Northern Ireland
20413,"Charlottesville, VA"
20414,"Seattle, WA"
20415,"Pittsburgh, PA"
20416,"Colorado, USA"
20417,"Irving, TX"
20418,"Michigan, USA"
20419,"North Carolina, USA"
20420,United States
20421,INDIA
20422,"Providence, Rhode Island"
20423,Los Angeles
20424,"Lisboa, Portugal"
20425,Santa Catarina - Brasil
20426,South Africa
20427,"Cincinnati, OH"
20428,INDIA
20429,"Udupi, India"
20430,"California, USA"
20431,"Beavercreek, OH"
20432,"Wisconsin, USA"
20433,USA
20434,"New Jersey, USA"
20435,"New York, NY"
20436,United States
20437,"Bethlehem, Pa."
20438,keybase.io/ankitpanda
20439,United States
20440,"Flyover, USA🇺🇸"
20441,Galar Region
20442,"Workington, England"
20443,Middle of Nowhere
20444,"stalybridge, uk."
20445,"Wuhan, China"
20446,Canada
20447,"Central, CA"
20448,"Connecticut, USA"
20449,"Amarillo, TX"
20450,Black Lives Matter
20451,East Sussex
20452, E 1 Ibadan
20453,"Honolulu, HI"
20454,"Cincinnati, OH"
20455,My Space
20456,England
20457,Earth
20458,3rd Planet
20459,"Wisconsin, USA"
20460,"s BROKE of course!"", "
20461,3rd rock form the sun 
20462,"Ohio, USA"
20463,"California, USA"
20464,"San Mateo County, California"
20465,The World That Never Was
20466,Austin
20467,NY
20468,"Ohio, USA"
20469,Somewhere eating
20470,"Eugene, OR"
20471,Seville and Brussels
20472,Houston
20473,Texas
20474,Florida
20475,"Warrington, England"
20476,Earth
20477,"Arizona, USA"
20478,Please NO Direct Messages
20479,"Virginia Beach, VA"
20480,"Boston, MA"
20481,SURREY
20482,CA
20483,"London, England"
20484,The World
20485,Purple State
20486,California
20487,"Berlin, Germany"
20488,"s America (see madman)"", "
20489,"Atlanta, GA"
20490,"Stamford, CT"
20491,Pennsylvania
20492,"Midland, TX"
20493, Accra
20494,"England, United Kingdom"
20495,"Washington, DC"
20496,Warsaw and Brussels
20497,"Moon, The"
20498,"Houston, Texas"
20499,Ssshhh...you smell something?
20500,"Wicklow, Ireland"
20501,Yorkshire and The Humber
20502,"Conyngham, PA"
20503,"Compton, CA"
20504,rock bottom👹
20505,¡Soy agui! ¿E tú? #Resist 
20506,USA
20507,Inside My Mind
20508,West Norfolk 
20509,"Amarillo, TX"
20510,"Indianapolis, IN"
20511,SCOTLAND
20512,@ Covid19 quarantine  
20513,socal
20514,"NYC metro area/LONG ISLAND, NY"
20515,"Brewer, Maine"
20516,", "
20517,"Kota, India"
20518,A floodplain
20519,"Salford, England"
20520,"Florida, USA"
20521,thisfloatingrockwecallEarth
20522,"England, United Kingdom"
20523,ratland
20524,they/them
20525,"Amsterdam, The Netherlands"
20526,Worldwide!
20527,United States
20528,"Florida, USA"
20529,California
20530,Fife Scotland
20531,"Orlando, FL"
20532,In the sky
20533,"East Midlands, England"
20534,NJ  ✈️ NYC ✈️ Philly
20535,Los Angeles
20536,"Newcastle Upon Tyne, England "
20537,"s pocket ✿"", "
20538,"Pennsylvania, USA"
20539,top york boy 68
20540,United States
20541," Tennessee , USA "
20542,Missouri
20543,"Toms River, NJ"
20544,"London, England"
20545,"PO Box 470172, Lake Monroe, FL"
20546,"Carol City, FL"
20547,Ireland
20548,Flawed Democracy
20549,Somewhere in SoCal
20550,United States
20551,"Seattle, WA"
20552,Pennsylvania
20553,Virginia 
20554,Pacific Northwest
20555,"Madrid, España"
20556,la Jolla /born 1923
20557,Colorado Springs
20558,"pan, she/they "
20559,United States
20560,"Vacaville, Calif"
20561,London
20562,somewhere too fuckin cold
20563,Philly
20564,Charm City
20565,", "
20566,"Raleigh, NC"
20567,"London, England"
20568,"Somewhere Nowhere, USA"
20569,SLC 
20570,bernieland
20571,Yerushalayim
20572,"Austin, TX"
20573,"Perth, Western Australia"
20574,"Corruption, USA"
20575,Los Angeles
20576,"London, England"
20577,United States
20578,Planeta Tierra
20579,Ghana
20580,California
20581,"California, USA"
20582,"North Carolina, USA"
20583,"Herefordshire, England"
20584,"A Coruña, Galicia"
20585,Des Moines
20586,Tennessee 
20587,"Texas Hill Country, USA"
20588,"Philadelphia, PA"
20589,United States
20590,USA
20591,The Blacktop
20592,"Missouri, USA"
20593,"Georgia, Tbilisi"
20594,Baltimore
20595,"West Midlands, England"
20596,"California, USA"
20597,"Pennsylvania, USA"
20598,"Mobile, AL"
20599,"Massachusetts,USA"
20600,SW Scotland
20601,"Chicago, IL"
20602,"Fort Hood area, Texas"
20603,Namkanda
20604,"Winnipeg, Manitoba"
20605,"New York, NY"
20606,"Ohio, USA"
20607,"California, USA"
20608,India
20609,"Richmond, VA"
20610,Mother Earth 
20611,United States
20612,"New Jersey, USA"
20613,"Gilgit-Baltistan, Pakistan"
20614,"Beylerbeyi, İstanbul"
20615,Indianapolis
20616,"Indianapolis, IN"
20617,"Los Angeles, CA"
20618,"London, England"
20619,BOSTON MA
20620,Pittsburgh PA
20621,Georgia
20622,san luis obispo
20623,NOT Russia
20624,MENDOZA
20625,NJ
20626,"North Carolina, USA"
20627,California
20628,"Austin, TX"
20629,North of Edinburgh N.Korea
20630,"Dover, DE"
20631,"Belfast, Northern Ireland"
20632,"Clermont, FL"
20633,"Amarillo, TX"
20634,"Ontario, Canada"
20635,"Lagos, Nigeria"
20636,"NoVA, USA"
20637,Amerikkka.
20638,"Reading, UK"
20639,London
20640,", "
20641,France
20642,World
20643,pair trawling in the North Se
20644,"West Midlands, England"
20645,"South West, England"
20646,Москва
20647,Earth
20648,"Mumbai, India"
20649,"Manhattan, NY"
20650,"Southport, England"
20651,"Vancouver, BC"
20652,USA
20653,Collective Consciousness
20654,", "
20655,", "
20656,Europe
20657,Flori-duh
20658,"Smyrna, GA"
20659,Earth
20660,"Grand Rapids, MI"
20661,seattle
20662,England
20663,"Scotland, United Kingdom"
20664,"Los Angeles, California"
20665,"Maine, USA"
20666,"San Diego, CA"
20667,F.I.L.A. Atlanta
20668,"Florida, USA"
20669,"s asking?"", "
20670,"Romford, London"
20671,Denmark
20672,"Rosario, SFe, Arg."
20673,Saudi Arabia
20674,KC-Chicago-Detroit  
20675,"Miami, FL"
20676,AR USA
20677,"California, USA"
20678,"San Antonio, TX"
20679,"San Francisco, CA"
20680,MAGA Country 
20681,"Gainesville, Florida 🇺🇲"
20682,FEMA Region 9
20683,UK North
20684,England
20685,"Seattle, WA"
20686,"Pittsburgh, Pa."
20687,Riyadh
20688,Germany
